content,score,clean
Pelayanan baik dan memuaskan.,5,pelayanan baik dan memuaskan
"TOLONG DI PERBAIKI , MASA ORG MESEN GOJEK DPT DRIVERNYA YG JAUH MULU GADA OTAK",1,tolong di perbaiki  masa org mesen gojek dpt drivernya yg jauh mulu gada otak
"susah dapet driver, pada batalin order semua",1,susah dapet driver pada batalin order semua
"najis, paylater telat sehari doang 50k uninstall, jg diinstal! byk yang lebih murah dan bagus",1,najis paylater telat sehari doang k uninstall jg diinstal byk yang lebih murah dan bagus
lemot,5,lemot
"brsan kirim gosend, cepat dan driver ramah makasih",5,brsan kirim gosend cepat dan driver ramah makasih
kenapa tiba2 paylater dan pinjam ga bisa. n sebelumnya tidak ada riwayat apapun. mengecewakan. lama2 semua pindah apps,1,kenapa tiba paylater dan pinjam ga bisa n sebelumnya tidak ada riwayat apapun mengecewakan lama semua pindah apps
mantap banget aplikasinya,5,mantap banget aplikasinya
"Kelakuan Drivernya jelek-jelek, gofood pinggir jalan dan sudah dikenai biaya parkir masih minta ke Customer. Ketika sampai dan sudah dikasih uang parkir mukanya jadi kesel gitu?? gak hanya 1-2x saya pesen, tapi ini sudah lebih 10x selalu minta parkir. Kita masih kasian kalo ngasih bintang 1 ke Driver, tapi kelakuannya kayak gak bersyukur.",1,kelakuan drivernya jelekjelek gofood pinggir jalan dan sudah dikenai biaya parkir masih minta ke customer ketika sampai dan sudah dikasih uang parkir mukanya jadi kesel gitu gak hanya x saya pesen tapi ini sudah lebih x selalu minta parkir kita masih kasian kalo ngasih bintang  ke driver tapi kelakuannya kayak gak bersyukur
sangat membantu aplikasi ini,5,sangat membantu aplikasi ini
"hama lama bet nyari nya ajg, server sering down, mahal pula, sok kapitalis",1,hama lama bet nyari nya ajg server sering down mahal pula sok kapitalis
gojek Fitur fitur lengkap Simple ga ribet Minusnya gaada pembayaran qris,5,gojek fitur fitur lengkap simple ga ribet minusnya gaada pembayaran qris
"baru kali ini kecewa , mau pesen tapi gak ada driver yang nyantol satu punn!!!! padahal biasaa nya cepet bgtt dan ini hampir setengah jam gak dapet driver nyaaa!!!!",1,baru kali ini kecewa  mau pesen tapi gak ada driver yang nyantol satu punn padahal biasaa nya cepet bgtt dan ini hampir setengah jam gak dapet driver nyaaa
"gopaylater telat sehari dendanya 50rebu, utang 30rebu denda disamaratakan segitu haduhhh. ada gila gilanya sih gojek.",1,gopaylater telat sehari dendanya rebu utang rebu denda disamaratakan segitu haduhhh ada gila gilanya sih gojek
tambahin dana sebagai via pembayaran lah min aku mainnya dana,4,tambahin dana sebagai via pembayaran lah min aku mainnya dana
bikin emosi,1,bikin emosi
antar cepat makananya enak .,5,antar cepat makananya enak 
kelamaan,2,kelamaan
"lebih di luaskan lagi dong gojek nya, aku nyari sejam ga ketemu driver",2,lebih di luaskan lagi dong gojek nya aku nyari sejam ga ketemu driver
Sangat Membantu Dan keren lah pokoknya 👌🏼,5,sangat membantu dan keren lah pokoknya 
semoga semakin maju & berkembang,5,semoga semakin maju  berkembang
paylaterku gak bisa aktif.huhuhu,5,paylaterku gak bisa aktifhuhuhu
"makasih gojek, karna gojek aku bisa pergi kemanapun tanpa khawatir bila tak ada transportasi",5,makasih gojek karna gojek aku bisa pergi kemanapun tanpa khawatir bila tak ada transportasi
cukup membantu,3,cukup membantu
aplikasi apalah lama sekali dapat driver meskipun udah pake express biar cepet sampe malah telat,1,aplikasi apalah lama sekali dapat driver meskipun udah pake express biar cepet sampe malah telat
gampang pake nya,5,gampang pake nya
harga naik mulu! kalo pesen gofood lama banget dapet drivernya!!! pesen makan bisa sampe 1 jam cuma buat cari driver!!,2,harga naik mulu kalo pesen gofood lama banget dapet drivernya pesen makan bisa sampe  jam cuma buat cari driver
oke bngt.. mantap...,5,oke bngt mantap
sangat berguna banget,5,sangat berguna banget
"telat satu hari denda 50rb, kebijakan paling gak masuk akal. aplikasi najis, lintah darat juga gak segini kejamnya. busuk",1,telat satu hari denda rb kebijakan paling gak masuk akal aplikasi najis lintah darat juga gak segini kejamnya busuk
mobil gus,5,mobil gus
gojek bobrok,1,gojek bobrok
mantep pelayanan supir nya ramah ramah cepat nyaman khusus nya untuk yg bagian sepeda motor mantep pol,5,mantep pelayanan supir nya ramah ramah cepat nyaman khusus nya untuk yg bagian sepeda motor mantep pol
tepat waktu n komunikasi gampang... goood pertahankan,5,tepat waktu n komunikasi gampang goood pertahankan
"wkwkwk udah upgrade gojek plus tetep aja nggaada diskon sama sekali, mahal banget, niatnya upgrade ke gojek plus buat dapetin diskon karna tiap hari naik goride, ehalah ini diskon cuma 1000.buruk banget asli",1,wkwkwk udah upgrade gojek plus tetep aja nggaada diskon sama sekali mahal banget niatnya upgrade ke gojek plus buat dapetin diskon karna tiap hari naik goride ehalah ini diskon cuma buruk banget asli
"kecewa nya hanya soal pinjaman saja,,, th kemarin dapat pinjaman itupun tanpa telat secuil / sedikitpun tidak pernah. lah kog sampai sekarang tidak dapat pinjaman lagi di Go.Pinjam nya..",1,kecewa nya hanya soal pinjaman saja th kemarin dapat pinjaman itupun tanpa telat secuil  sedikitpun tidak pernah lah kog sampai sekarang tidak dapat pinjaman lagi di gopinjam nya
"senang banget dengan aplikasi gojek,kemana mana sekarang gk ribet",5,senang banget dengan aplikasi gojekkemana mana sekarang gk ribet
"tolong perbaiki untuk bug di bagian cuaca, masa setiap mendung atau hujan pasti mendapatkan driver dengan jarak lebih dari 1 km bahkan kalaupun saya mau pesen gocar tetep sama aja, tarif juga ber ubah2 padahal dengan tujuan yang sama",3,tolong perbaiki untuk bug di bagian cuaca masa setiap mendung atau hujan pasti mendapatkan driver dengan jarak lebih dari  km bahkan kalaupun saya mau pesen gocar tetep sama aja tarif juga ber ubah padahal dengan tujuan yang sama
bagus hemat,5,bagus hemat
selalu pakai gojek kemana pun pergi,5,selalu pakai gojek kemana pun pergi
kurangnya kalo pake gosend ska pada ga bawa tas thermal atau tali buat kirim barang,3,kurangnya kalo pake gosend ska pada ga bawa tas thermal atau tali buat kirim barang
lama ga pake gojek,5,lama ga pake gojek
"admin tolong ya kalau lagi ""mencari driver"" loadingnya jangan lama-lama hampir 10 menit dan gak ada tombol ""cancel"" soalnya lagi buru-buru dan mau order di aplikasi lain jadi nunggu sampai loading selesai, dan diaplikasi terlihat ada banyak driver tapi gak ada yang mau ambil gojek hemat 6.500, walaupun aku milih hemat tapi nanti bayarnya aku lebihin kok. terimakasih",4,admin tolong ya kalau lagi mencari driver loadingnya jangan lamalama hampir  menit dan gak ada tombol cancel soalnya lagi buruburu dan mau order di aplikasi lain jadi nunggu sampai loading selesai dan diaplikasi terlihat ada banyak driver tapi gak ada yang mau ambil gojek hemat  walaupun aku milih hemat tapi nanti bayarnya aku lebihin kok terimakasih
"supir dtgnya lama, trs suka susah dpt ojek",1,supir dtgnya lama trs suka susah dpt ojek
mudah dgunakan dan sangat membantu,5,mudah dgunakan dan sangat membantu
"penjemputan sampai dengan tujuan bagus semua,mksh🙏",5,penjemputan sampai dengan tujuan bagus semuamksh
"Lama amat nyari drivernya, driver banyak nemunya lama",1,lama amat nyari drivernya driver banyak nemunya lama
apk ngk jelas udah boking yrs udah kontakan ama driver lah kok bisa-bisanya di cancel,1,apk ngk jelas udah boking yrs udah kontakan ama driver lah kok bisabisanya di cancel
"manakala waktu kepepet utk mencapai tujuan, solusinya ya yg pasti gojek",5,manakala waktu kepepet utk mencapai tujuan solusinya ya yg pasti gojek
"makin kesini makin lama dapet drivernya, lbh cepet driver di apk sebelah",3,makin kesini makin lama dapet drivernya lbh cepet driver di apk sebelah
"aplikasi nya sudah cukup bagus, cuma sayangnya terkadang jarak driver menuju titik penjemputan hilang-hilangan",4,aplikasi nya sudah cukup bagus cuma sayangnya terkadang jarak driver menuju titik penjemputan hilanghilangan
"jangan ada double order dong,udah harga mahal malah double order ga banget lama lagi",3,jangan ada double order dongudah harga mahal malah double order ga banget lama lagi
"jujur kalo mau pesen gojek tuh dpt driver nya LAMMAAAAAAAAAAAA bgt bikin telat doang njir, lain kali dipercepat sistem buat dpt gojek nya, klo kaya gini ribet",1,jujur kalo mau pesen gojek tuh dpt driver nya lammaaaaaaaaaaaa bgt bikin telat doang njir lain kali dipercepat sistem buat dpt gojek nya klo kaya gini ribet
"dapet driver, jauh terus",3,dapet driver jauh terus
lebih murah daripada maxim maxim mahal,5,lebih murah daripada maxim maxim mahal
mempermudah disetiap perjalanan,5,mempermudah disetiap perjalanan
hamaaa lama bet gilaaa,1,hamaaa lama bet gilaaa
di manokwari gada driver gojek kah??? lagi butuh malah gada driver aplikasi apa ini weh,1,di manokwari gada driver gojek kah lagi butuh malah gada driver aplikasi apa ini weh
pelayanan nya sangat aman dan nyaman,5,pelayanan nya sangat aman dan nyaman
Terima kasih mengantar kami tepat waktu,5,terima kasih mengantar kami tepat waktu
tarif jarak dekat lebih mahal dari tarif jarak jauh. jadi uninstal,1,tarif jarak dekat lebih mahal dari tarif jarak jauh jadi uninstal
"ayolah jangan lma udah top up dari ewallet org luar malah blom masuk, lgi butuh uyy buat cari modal malah bikin Rizki melayang mulu gitu?",1,ayolah jangan lma udah top up dari ewallet org luar malah blom masuk lgi butuh uyy buat cari modal malah bikin rizki melayang mulu gitu
fitur chat dan telepon nya minus alih kan ke WA aja nelpon sering gak nyambung kasihkan liat abang nya muter muter,1,fitur chat dan telepon nya minus alih kan ke wa aja nelpon sering gak nyambung kasihkan liat abang nya muter muter
ada cs gojek tp nggak membantu sama sekali,1,ada cs gojek tp nggak membantu sama sekali
"tolong perbaiki Lag dalam Aplikasi GO-JEK, saya sering kali mengalami LAG (internet terputus, layar kosong dll) saat di dalam aplikasi. untuk aplikasi lain lancar bahkan aplikasi game berat.",3,tolong perbaiki lag dalam aplikasi gojek saya sering kali mengalami lag internet terputus layar kosong dll saat di dalam aplikasi untuk aplikasi lain lancar bahkan aplikasi game berat
Mantab buat aplikasi ini lancar terusss,5,mantab buat aplikasi ini lancar terusss
"Saya sakit hati dan merasa seperti menjadi bahan olokan dan omongan dari kalangan driver. Selama ini ternyata ada rating dan komentar dari driver!? Hal ini sangat menjengkelkan saya, bagaimana mungkin saya diberi rating dari driver? saya bayar mereka dan saya diberi rating dan dikomentari? Kejahatan privasi macam apa ini. Saya bahkan sebagai customer tidak bisa melihat komentar dari driver yang saya naiki. Cukup sudah permainan ini, saya muak. muak. muak. saya mau berhenti pakai gojek.",1,saya sakit hati dan merasa seperti menjadi bahan olokan dan omongan dari kalangan driver selama ini ternyata ada rating dan komentar dari driver hal ini sangat menjengkelkan saya bagaimana mungkin saya diberi rating dari driver saya bayar mereka dan saya diberi rating dan dikomentari kejahatan privasi macam apa ini saya bahkan sebagai customer tidak bisa melihat komentar dari driver yang saya naiki cukup sudah permainan ini saya muak muak muak saya mau berhenti pakai gojek
Gojek sangat membantu.saya senang dengan Gojek.terima kasih Gojek,5,gojek sangat membantusaya senang dengan gojekterima kasih gojek
"ngebantu banget sih, tapi sayang nya loading parah masa jaringan 5G, masih dibilang internet ada mati, periksa jaringan anda, koneksi internet tidak stabil. pas buka wa, ig dan lain sebagainya ngebut ngebut aja tuh",4,ngebantu banget sih tapi sayang nya loading parah masa jaringan g masih dibilang internet ada mati periksa jaringan anda koneksi internet tidak stabil pas buka wa ig dan lain sebagainya ngebut ngebut aja tuh
maaf saya kasi B1. krn saya mantan driver gojek yg kena Putus Mitra sepihak dlm artian tidak ada kesempatan banding di mana letak salah nya.tidak di ungkapkan secara DETAIL,1,maaf saya kasi b krn saya mantan driver gojek yg kena putus mitra sepihak dlm artian tidak ada kesempatan banding di mana letak salah nyatidak di ungkapkan secara detail
"semoga saja bisa menjangkau area yg masih jarang/susah nyangkut driver area batang, Jawa Tengah makasih",4,semoga saja bisa menjangkau area yg masih jarangsusah nyangkut driver area batang jawa tengah makasih
Sesuai pesanan...terimakasih,5,sesuai pesananterimakasih
saya senang sekali kalau mau ini tinggal pencet udah,5,saya senang sekali kalau mau ini tinggal pencet udah
Alhamdulillah sudah bisa Gojek..,5,alhamdulillah sudah bisa gojek
"pembayaran yang praktis, multi fungsi, dan nyaman untuk digunakan",5,pembayaran yang praktis multi fungsi dan nyaman untuk digunakan
"Argo gocar bikin rugi sopir, emang aplikasi ngitung bensin mobil sama motor?",5,argo gocar bikin rugi sopir emang aplikasi ngitung bensin mobil sama motor
"Tarifnya mahal dan promonya tidak menarik, harganya gak bisa bersaing.",2,tarifnya mahal dan promonya tidak menarik harganya gak bisa bersaing
Orang baik lancar terus rejekinya semangat,5,orang baik lancar terus rejekinya semangat
"sekarang gojek ada fitur game, tapi masih banyak.bug di game2nya. seperti di puzzle.. bug muncul.saat score diatas 3.500... sangat menjengkelkan dan bikin malas main lagi. game2 yg lain juga banyak error...",3,sekarang gojek ada fitur game tapi masih banyakbug di gamenya seperti di puzzle bug munculsaat score diatas  sangat menjengkelkan dan bikin malas main lagi game yg lain juga banyak error
sangat membantu bnyk diskon,5,sangat membantu bnyk diskon
"kok setiap puasa atau ramadhan kyk gini ya gak diaplikasi sebelah sama aja, kukira gak pake mode hemat bisa cepet dpt driver atau sampainya ,tau telat sampai 1 jam Gonta ganti driver, sampai aku ketiduran nungguin makanan datang 1 jam karna kelaparan, 60/70 menit padahal cuman 3/4 km? aneh banget sumpah 😭 plis laa kumohon jangan gitu aku dh pake mode normal bukan diskon woi",3,kok setiap puasa atau ramadhan kyk gini ya gak diaplikasi sebelah sama aja kukira gak pake mode hemat bisa cepet dpt driver atau sampainya tau telat sampai  jam gonta ganti driver sampai aku ketiduran nungguin makanan datang  jam karna kelaparan  menit padahal cuman  km aneh banget sumpah  plis laa kumohon jangan gitu aku dh pake mode normal bukan diskon woi
"makin hari makin g ada attitude drivernya, kagak ada info apa apa tiba tiba driver tidak balas chat. ditunggu 30 menit, ditanya lagi malah di cancel. bukan pertama kali, ini udah beberapa kali",1,makin hari makin g ada attitude drivernya kagak ada info apa apa tiba tiba driver tidak balas chat ditunggu  menit ditanya lagi malah di cancel bukan pertama kali ini udah beberapa kali
"aplikasi nya sudah sangat bagus, terus ringan juga dan lebih cepat dapat driver nya. saran untuk gojek, untuk bagian chat dgn driver harap diperbaiki lagi karena chat dr driver sering tidak terbaca oleh customer.",5,aplikasi nya sudah sangat bagus terus ringan juga dan lebih cepat dapat driver nya saran untuk gojek untuk bagian chat dgn driver harap diperbaiki lagi karena chat dr driver sering tidak terbaca oleh customer
driver suka cancel tiba2 padahal udh nunggu lama. mohon di evaluasi lagi prihal pelayanan,1,driver suka cancel tiba padahal udh nunggu lama mohon di evaluasi lagi prihal pelayanan
pelayanan baik🙏,5,pelayanan baik
tolong di gojek klu cuman cek² alamat perkiraan biaya doang kadang tanpa sengaja malah jd otomatis dipesan gimna ya. suka salah mulu saya padahal gak niat pesan malah otomatis kepencet gtu²,5,tolong di gojek klu cuman cek alamat perkiraan biaya doang kadang tanpa sengaja malah jd otomatis dipesan gimna ya suka salah mulu saya padahal gak niat pesan malah otomatis kepencet gtu
semoga terus bermanfaat untuk bangsa,5,semoga terus bermanfaat untuk bangsa
Mantaap..,5,mantaap
sangat terbantu sekali untuk pengantaran atau penjemputan jarak jauh maupun dekat drivernya kebanyakan ramah2,5,sangat terbantu sekali untuk pengantaran atau penjemputan jarak jauh maupun dekat drivernya kebanyakan ramah
Biadad Dajjal Nunggu driver di percepat tetep ga dapet apk busuk Moga bangkrut,1,biadad dajjal nunggu driver di percepat tetep ga dapet apk busuk moga bangkrut
"aplikasi taik tolol, aplikasi abal abal aja gak se parah GOJEK ini pending nya, ini haru 6G ya biar lancar?",1,aplikasi taik tolol aplikasi abal abal aja gak se parah gojek ini pending nya ini haru g ya biar lancar
"saya mau buka puasa, mesen sekitar 17:20, nunggu 50 menit ga masalah, tapi dari tadi sampe 18:38 driver nya gonta ganti cancel, tau gak, udah sabar nungguin malah di cancel in terus",1,saya mau buka puasa mesen sekitar  nunggu  menit ga masalah tapi dari tadi sampe  driver nya gonta ganti cancel tau gak udah sabar nungguin malah di cancel in terus
